id;external_code;name;name_so;database_version_id;id_regional_energy_system;id_regional_district
7945;841e532e-77b3-5453-b572-e57455323fe7;ОП Руднево;;22;823;937
8048;82007765-29f6-544e-bf21-fc1fbbfa996f;ПГЭС Мордовцемент;;22;865;962
8020;61b925e6-78a9-5e3d-86df-fa8165a59cbc;Первомайская ТЭЦ;;22;882;981
8537;fa3cea05-c374-506e-a19c-1ce87a5433a3;Пермская ТЭЦ-6;;22;853;948
8293;75038cb8-23b0-5f91-8de7-1dd302dc1ea6;Приазовская ТЭЦ (Газотурбинная электростанция «МОТОР СИЧ ЭГ6000Т-Т10500-ЗВНМ1УХЛ1»);;22;838;929
8603;b3b6f109-b599-5664-ad16-abbc81331715;Приобская ГТЭС;;22;883;986
8705;c36ab2f3-6886-5362-98c7-0e2c380b26b7;ПСЦ ММК;;22;888;987
8574;d655bcdc-ed99-5cda-9dc1-11a6d66b370f;ПТУ ПАО «СУМЗ»;;22;875;974
7947;cd0b5ab1-9df8-5925-83e2-bc4db1371537;ПЭГА ГРП Южная;;22;823;937
8543;d90194d1-054c-539c-98df-b74481aaa12e;Соликамская ТЭЦ;;22;853;948
8582;8e2c97a9-e422-53db-ad55-4480ad08f4ff;Теплоэлектростанция АО «Уральская фольга»;;22;875;974
7791;2ba3eef9-b578-575b-8f03-d4217c2d2bb5;Тихвинская ТЭЦ;;22;824;933
9053;7ebdeb95-a165-551e-b8ca-40d19d9091b6;Томаринская ТЭЦ;;22;874;973
8698;0042eb32-bd02-5ab1-ab12-48221cb35fe6;Тургоякская ТЭЦ;;22;888;987
7720;b244007a-1cbb-595f-b0f0-fcba19c87931;ТЭС-1;;22;861;958
7666;e87afa45-f038-5242-a5d2-7352745c6a73;ТЭС-1 Архангельского ЦБК;;22;815;908
7719;623a40c7-2ff5-5a21-9201-923c8a49f8da;ТЭС-2;;22;861;958
7667;fab085ed-6e6b-5903-a4fb-c0b6f3506471;ТЭС-2 Архангельского ЦБК;;22;815;908
7670;497ac951-c546-5ccd-bacd-404f03b5c65f;ТЭС-2 ЭнТЭС ПЛ «Энергетика»;;22;815;908
7668;e79a0ca8-839a-5057-8035-c684714f2bee;ТЭС-3 Архангельского ЦБК;;22;815;908
7799;d86aeba7-9aa4-597d-bece-efbe6b7f9822;ТЭС АО «Петербургский тракторный завод»;;22;824;971
7793;93a4125a-8ffa-536e-85c5-f96df5c82feb;ТЭС ВВСС (Воздушные Ворота Северной Столицы);;22;824;971
8198;a1d97ce6-c13c-5840-b2e1-27823cc0a903;ТЭС Волгоградского алюминиевого завода;;22;820;913
8240;e95a4be8-b858-5085-8095-d08c8e2daa59;ТЭС Гидрометаллург;;22;830;921
8313;9f232474-dd38-555e-9f1a-708ecc309642;ТЭС ГТЦ Газпром;;22;838;929
8189;ee811e6a-55eb-56bd-98d9-e4b5d900f528;ТЭС Жирновской компрессорной станции;;22;820;913
8195;27343b93-3e1c-5824-b9d6-051b3f9f9c7c;ТЭС Каргилл;;22;820;913
8124;6786203a-722f-5574-8b5c-d9d1eb77528d;ТЭС Нижнекамсктехуглерод;;22;868;965
8584;646420e6-1da4-5d57-8bd0-8dcb74edf886;ТЭС ООО «Аггреко Евразия»;;22;875;974
7794;cb6f35b1-4590-536d-ad9d-1fe4af3636ab;ТЭС ООО «Айкон Тайерс»;;22;824;933
8546;6a129ce3-95c9-53ba-9238-b9c530803018;ТЭС ООО «ЛУКОЙЛ-ПНОС» (ЭСН ООО «ЛУКОЙЛ-Пермнефтеоргсинтез»);;22;853;948
7788;cc006756-9fb3-5a33-a278-2ee7078cbe8c;ТЭС Петербургтеплоэнерго;;22;824;971
7744;237cb276-7995-5cd9-8fb3-e4ed523ba419;ТЭС Плитный мир;;22;862;959
7873;29da0793-04c0-54f9-ab51-e06a1722f376;ТЭС ФК «Новатор»;;22;821;914
7722;bdbd452a-71b5-52d3-88d2-e47f08a5111e;ТЭЦ-1;;22;861;958
8701;4c98db9c-996f-5627-9829-6badfbb69d29;ТЭЦ-1 ЗЭМЗ-Энерго;;22;888;987
8081;7afcd62e-367f-5659-a1fd-967e42154c5f;ТЭЦ-1 КНПЗ;;22;872;970
7686;f70be489-2f62-50ea-b247-7c9455ef5825;ТЭЦ-10 Советского ЦБЗ;;22;831;922
8082;b75decbd-2639-54c9-9be7-d6b6dad6cb2f;ТЭЦ-2 КНПЗ;;22;872;970
7773;7ff8327e-0084-50c8-9078-ededfa78ff45;ТЭЦ-3 Светогорского ЦБК;;22;824;933
8024;1c8b9ada-89f1-5c63-ae5e-477ba5989f77;ТЭЦ-ПВС КМЗ;;22;882;981
8023;252c86f4-4225-505b-9958-2408805dce30;ТЭЦ-ПВС Тулачермет;;22;882;981
