numb1120	v	year	y	snk	sntp	bk	btp	snbas	Ksn	bbas	Kh
3171	0	2024	0	6.00019159886245	0.938713923637355	273.924542443631	273.924542443631	0	0	0	0
3172	0	2024		3.5		250		0	0	0	0
3176	0	2024	0	5.2	0	269.614984391259	0	0	0	0	0
3184	0	2024	0		0		0	0	0	0	0
3185	0	2024	649.210008948224	1.62330476075496	0.976809931989215	339.272146748926	339.272146748926	0	0	0	0
3203	0	2024	692.704462997771	4.24370543320502	0.95756294566795	401.965402484431	401.965402484431	0	0	0	0
3227	0	2024	0	1.28379433000486	0	278.995191151692	0	0	0	0	0
3228	0	2024	1241.51437306479	3.35945478147988	0.954565123323237	327.656729580483	327.656729580483	0	0	0	0
127	0	2026		2		200		0	0	0	0
350	0	2025	124.978177727784	13.997237120104	0.800016252234682	156.221432199086	156.221432199086	0	0	0	0
1095	0	2025	358.575658446189	5.01717457082988	0.860456330491263	450	335	0	0	0	0
1231	0	2025	936	7.08223971861482	0.911160976150871	269.451683966602	269.451683966602	0	0	0	0
1241	0	2025	0	2.5	0	230	230	0	0	0	0
1266	0	2026		4		270		0	0	0	0
1295	0	2025	1500	3.91056453382842	0.910085822273158	250	180	0	0	0	0
1298	0	2025	2750	4.09295401944589	0.939364160138643	215	106	0	0	0	0
1312	0	2025	609	2.0101326739912	0.934361365028877	276	226	0	0	0	0
1454	0	2025	465	4.2	0.82	323	244	0	0	0	0
1751	0	2025	1200	4.13888119505972	0.939725392841332	250	165	0	0	0	0
1961	0	2025	295.061175813827	8.1584268382253	0.808906307492907	506.904900411208	406.656849056787	0	0	0	0
3184	0	2025	0	2	0	270	0	0	0	0	0
3185	0	2025	600	1.62330476075496	0.976809931989215	339.272146748926	339.272146748926	0	0	0	0
3228	0	2025	1140	3.35945478147988	0.954565123323237	327.656729580483	327.656729580483	0	0	0	0
323	0	2026	486	5.2	0.838217415991123	331	229	0	0	0	0
347	0	2026	313.075821458716	4.08550173580592	0.866815579047189	422	270	0	0	0	0
363	0	2026	449.395351145626	6.72	0.839058323645664	403	292	0	0	0	0
347	0	2027	313.075821458716	4.08550173580592	0.866815579047189	418	268	0	0	0	0
1961	0	2027	360	5	0.9	425	326	0	0	0	0
347	0	2028	313.075821458716	4.08550173580592	0.866815579047189	414	265	0	0	0	0
362	0	2028	522	6.5	0.85	400	295	0	0	0	0
318	0	2025	707.536668268447	8.52003753551766	0.807423054271049	485.563079259402	359.408281812532	0	0	0	0
319	0	2025	572.217581872111	5.78117168461626	0.854029705593598	370.797671009109	259.734553418665	0	0	0	0
