name	alias	wname	uname	dopname	topleur	agr	oes	locked	byear	years	vars	comvars
Схема	Схема_2031	Станции(Схема)	Удельные(Схема)	Доп_угли(Схема)	Формулы_топлива(Схема)	Списки_агрегатов	3	0	2024	2025,2026,2027,2028,2029,2030,2031	no	
